177	Ambassador Gordon Message to Senator Kennedy
178	Investment Guarantee Agreement
179	Minas State Police Move into Brasilia
180	Ministerial Changes Foreshadowed by President Castello Branco
181	Press Updates November 2 1965
182	Talk with Portella
183	Juracy Magalhaes Denies that He Will be Next Foreign Minister
184	Formation of New Party of Revolution Improbable
185	SITREP AS OF 0930 / IRC Processing Green Sheet
186	Contact with Latin Americans
187	Conversation with Federal Deputy Adolpho de Oliveira (UDN-Rio de Janeiro); The Election Outlook and the UDN
188	Confidential Rio Conference Delegation Arrangements
189	Castelo Branco and Magalhaes Pinto Discuss Potential Postponement of 1965 Elections
190	WEEKA ITEM: Supreme Court Vacancies
191	Lacerda's Attacks
192	Telegram on ARENA Convention
193	Telegram on US Mission to UN
194	New Constitution; Recent Elections; Two-Party System and ARENA; Lacerda and Kubutschek; Miscellaneous
195	Situation in Rio Grande do Sul; 1966 Elections
196	Invitation to observe Dominican Elections
197	Summit Meeting
198	Scope of Elections
199	Brazilian Election Schedule
200	Election of OAS Secretary General
201	Venezuelan Initiative on Cuban Subversion
202	22nd General Assembly
203	Amendments to Press Law
204	Summit
205	Comment on OAS Activity: Integrated Technical Assistance
206	Medici in Amazonia
207	Rio Grande Do Norte Governor Suffers Setback
208	Current Trend in Church State Relations - Withdrawal Notice
209	Trend and Events for the Month of July
210	Justice Minister Moves Against Death Squads
211	Guidance for Identifying and Handling Accused Plane Hijackers
212	Political Prisoners
213	Potential Threat to U.S. Diplomatic Personnel
214	Boat Seizures
215	Incentive Awards
216	Real Value of Military Salaries and Allowances
217	Revised RCT Post Coverage
218	Security Screening of Non-U.S. Citizen Employees and Contractors Abroad
219	Finance: Submission of Annual Status Reports by Posts Holding Emergency Reserve Advances
220	Site for Ambassador's Residence
221	Soviet-Cuban Relations: Developments
222	After-Hour Activation of Communications Center
223	Banerjee Lecture Zur
224	GOV Attitude towards USSR
225	Destroyer Escort Ships for Brazil
226	Latin American Nuclear Free Zone
227	Exim Bank Financing for Aircraft
228	Progress LAFTA Foreign Ministers Conference
229	Land Purchases by Americans Cause Stir
230	Tax Treaty
231	Cocoa
232	Brazilian GATT Waiver
233	IMF Agreement
234	Resolution on Soluble Coffee Problem
235	Third Flag Rights to Cargo
236	AIFLD and Uruguayan Labor Programs
237	AIFLD and Uruguayan Labor Programs
238	Bolivian Desire to Obtain Military Assistance
239	Haitian Situation
240	Brazil Lawyers Fight Repression
241	Human Rights Reporting
242	Testimony of Amnesty International
243	Human Rights: Government Provides Information on More Missing Persons; Government Party Blocks Convocation of Justice Minister
244	Visits by International Committee of the Red Cross to Detention Sites in Brazil
245	Transmission of the International Security Assistance and Arms Export Control Act of 1976
246	AIFLD Program Participations
247	61st ECOSOC - Item 13 - Illicit Payments
248	Sao Bernardo Metalworkers Union Court Victory could Spur Increased Combativeness by other Major Sao Paulo Unions
249	Telegram on Regional Study on Conventional Arms Restraints
250	Current Foreign Relations Report: Issue No. 3
251	ARA Weekly Highlights
252	A sampling of local reactions to the cassations in Sau Paulo
253	Brazil-US Policy Planning Consultations
254	Terms of Reference of Special Study of Agrarian Problems in Brazil
255	Xacriaba Perde Pelas Armas  Terras Que Ganhou na Guerra
256	FUNAI Justifica Restricoes ao Traballho de Antropologos Estrangeiros nas Fronteiras
257	Americanos Incitaram Indios a Matar Sertanista
258	Sertanista Revela Discordia na FUNAI
259	FUNAI Vai Despejar 200 Familias que Invadiram Terra India
260	Claop Leter Statistical Annex
261	No Objection to Proposed Purchase
262	Brazilian Economic and Financial Situation
263	GOB 1968 Financial Program
264	Exim Export Guarantees
265	Reduction in Commercial Bank Reserve Requirements
266	Recent Official Discriminatory Measures Against Foreign Investments
267	Eximbank Credit Insurance
268	Restrictions on Access to Local Credit Institutions by Foreign Companies
269	Some Recent Events in the Brazilian Financial Area
270	Recent Changes in State Excise Tax (ICM)
271	Telegram on Brazilian Economy
272	GOB Foreign Exchange Operations: August Positions and September Estimate
273	Monetary Budget 1969
274	GOB Foreign Exchange Operations: August Position
275	Request by IBRA
276	U.S. Brazil Tax Treaty
277	Alleged Counterfeit Travelers Checks
278	President Ford/Willys Expresses Confidence in Auto Industry Outlook
279	Brazilian Coinage and Currency
280	Sweetwood Travel Arrangements
281	Update on Report about Business and Industry
282	Applications to Register AMERICANA, AVIATION, and ELASTIC as Trademarks in Brazil
283	Application to Register STEREOTONE as a Trademark in Brazil
284	Application to Register CREAM CRACKER as a Trademark
285	Delta Concerns
286	Import Permits
287	Conference Shipping Meeting Negotiations
288	Reply Request
289	Shipping Negotiations
290	Manganese Ore Exports from Macapa, Amapa, Brazil
291	Mineral Industry Report
292	Brazilian Claim on Rare Earth Chloride Contract
293	McCloy Visit with Moreira Salles
294	Manganese Ore Exports From Macapa, Amapa, Brazil
295	EMBRATEL
296	ITT Swap Payments
297	TPEA Query About Draft Radio and Television Legislation Likely to Result in the Restriction of Imported Programs
298	Amateur Radio Operations in Brazil
299	Study on Color TV Systems Presented
300	Third Office Supplies and Equipment Fair, Ibirapuera Park, Sao Paulo
301	CHICOM Trial in Brazil
302	Monthly Meeting of Economic Affairs Committee for the American Chamber of Commerce for Brazil in Sao Paulo
303	Dr. J.C.M. de Souza visit to U.S.
304	Renewed Confidence in Brazil's Economy- Executive of Borden Company Address to Americsn Chamber of Commerce
305	Zorobabel Dantas Claim
306	Brazilian Navy Training Ship Custodio de Mello Cleared For Visits to Balboa, Los Angeles and Honolulu
307	Status of Payments to Base Aerea Do Recife For Electric Bills 
308	Delay in Reconvening ENDC
309	Bahia Telecommunications Expansion Plan
310	FMS Sale of Patrol Aircraft to Brazilian Airforce
311	Patrol Gunboats for Brazilian Navy
312	Proposed Sale of Pan American Airways Aircraft to Brazilian Air Force
313	Raytheon ATC Bid, Visit of Raytheon V.P. Oppenheim
314	Request for the Purchase of Military Equipment, Materials or Services Under Foreign Military Sales Act
315	Doppler Tracking Station
316	Doppler Tracking Station
317	Offer of FMS Financing for Brazilian Purchase of P-3C(E) Aircraft
318	Receipt of No. 72/524.45(22)
319	Receipt of No. 108/524.45(22)
320	Implementation MINDFR Report
321	Request re Navy
322	Assignment of Captain Lawrence R. Geis
323	Request Involving the lease of, and Sale of Military Equipment, under the Foreign Assistance Act of 1961, as amended
324	Out-of-Channels Request Involving the Purchase of Military Equipment, Materiel or Services under the Foreign Assistance Act of 1961, as amended
325	Aide-Memoire On the Acceptance of Two Returned Submarines
326	Brazilian In-Country De Construction
327	Letter to President Johnson From Castello Branco
328	re: Material
329	Request Involving the Purchase of Military Equipment, Materials or Services under the Foreign Assistances Act of 1961, as amended
330	Withdrawal Card
331	Pharmaceutica lndustry Expropriation
332	Developments between Eximbank and Amazon Credit Bank
333	Quarterly Review of Price Movements in Brazil
334	Rapid Deceleration of Rate of Wholesale Price Level Increase
335	Projected Role of Executive Group for Greater Sao Paulo (GEGRAN)
336	Concerns and Plans for the National Institute of Social Welfare
337	ACCION Movement in Brazil
338	Dom Helder Comments on His Non-Violence Campaign and the Results of the CELAM Conference
339	Dom Helder's Non-violence Campaign
340	James Cannon for Gov Rockefeller
341	Federal Court of Appeals Grants Habeas Corpus to Person Arrested Under IA-5
342	Arrested American Priests
343	Birth Control in the Press
344	Chilean Catholic Hierarchy Rejects Views of Brazilian Bishop Marcos
345	Brazil: Atomic Energy Program
346	Advice for Brazilian Response to US Proposial for Spectrometer
347	Brazilian Ambassador and U.S. Secretary of State on Agreement for Cooperation
348	Bilateral Atomic Energy Agreement and Trilateral Safeguard Agmt
349	Peaceful Uses Atomic Energy Agreement
350	Visit of Dr. Manoel da Frota Moreira to Canada and U.S.
351	Notice of award of PHS research grant - Application AI 06209-01
352	Renewal of Research Contract entitled Research Investigation of Natural and Artificial Radioactive Contamination in the Southern Hemisphere
353	Brazilian Academy of Sciences elects new officers
354	Changes in CAPES
355	Seismographic Data Sheets, Natal
356	Symposium on the Biota of the Amazon
357	Brazil-U.S. Science Workshop: Science and Technology in Economic Development
358	Telegram on Brazilian Space Commission
359	Visit of Professor Konrad Bloch of Harvard
360	Drug Recall: Telmid (Dithiazanine Iodide)
361	Consultant to the Sao Paulo State Health Department
362	Fisheries
363	Dr. E.E. Hegen, Fulbright-Hayes Award - Temporary Duty in Brazil for Research
364	Emergency Medical Aid for Crippled Child
365	Northeastern Rural Labor Petition Brazilian Bishops for Aid in Securing Rights
366	Debates over Possible Airfield Program in Northeast
367	Fatal Consequences of Heavy Rainfall
368	Sao Paulo Police Seek Cooperation of U.S. Agencies in Combating Illicit Drug Traffic
369	Suspension of Political Rights and Celso Furtado
370	Telegram re: Fernando de Noronha Hydrophone Facility Agreement
371	Department of State Response to Brazilian War College Luncheon Memo
372	Telegram re: Department of State Grievances About Assumed USSR Sales to Brazil
373	Telegram re: USNS Gibbs Tagori
374	Telegram re: Lacreda Not Arrested by Lt. Col Boaventura
375	Brazilian Political Scene
376	Brazilian Attitudes Toward the Alliance for Progress
377	Weekly Summary No. 4
378	Regarding Kubisch/Belton Telecon on April 23
379	CASP
380	Weekly Summary No. 13
381	Biweekly Summary (July 22-August 4)
382	Monthly Summary - September 1967
383	Monthly Summary, October 1967
384	Vladimir Palmeira Convicted Under National Security Law
385	Weeka No. 8
386	Selected Chronology of Brazilian Politico-Economic Eventrs for 1967
387	Law of Political Ineligibility
388	Frutkin Being Considered for Decoration
389	Lacerda's Current Attitudes Twoard the Administration
390	Telegram to the President from Mario Tebyrica
391	Japanese Emboff Raised Subject of Magalhaes Pinto Tokyo Visit
392	It would be useful to have mission's detailed annotated comments
393	Views of the Military
394	Political Parties Elect State Directorates
395	Deputy Hermano Alves Comments on the Frente Ampla
396	Student Atmosphere in Northeast
397	Stories Attack USIS Porto Alegre Incorrect
398	Situation at the University of Brasilia
399	Jose Sarney's Vice Presidential Ambitions
400	Official Name of Brazil
401	Brazil Recognition
402	Move to Brasilia: June 1968
403	Info on Inauguration Ceremony
404	Public Relations Working Group Set Up
405	Foreign Office Questionarie on LAFTA to Sao Paulo Trade Associations
406	Ministry of Labor Directory
407	Participation Fund Reduction
408	Political Situation
409	Brazil-US Aerial Photomapping Agreement Criticized
410	Withdrawal of Brasilia Telegram Dated 12/15/68
411	Invitation From OAS Not Received By Osmar Cunha
412	Fourth Army Commander on Church-State Relations
413	Rawalpindi attendance at Brazil's National Day Reception
414	Faria Lima Reveals Views
415	Security Municipalities Bill Changed, Debated
416	Governor Peracchi Holds Press Conference on Municipal Elections
417	Cassation of State Deputies
418	Interventors Named for Santos and Other Municipalities
419	Elections in Sergipe
420	MDB Politician Cassated by Military Ministers 
421	Students of Secondary School Age Demonstrated in Front of Consulate Building 
422	Shot Fired at Consular Residence 
423	Recommendations University Reform Working Group 
424	Security Situation São Paulo 
425	Manhuacu Guerrillas Incident 
426	National Security Council to meet early February 
427	Brasilia's Tel 367 Reflecting on Implications of Recent Political Developments As Seen From There 
428	Press Reaction to Elbrick's Abduction 
429	Political Prisoners Escape from Prison 
430	Journalist Granted Asylum in Mexican Embassy 
431	Brazil (BRA-1) - Survey of the San Francisco River Basin 
432	Brazilian/Guyanese Relations 
433	Establishment of Saudi-Brazilian Diplomatic Relations 
434	Brazil and Portugal's Policy in Africa 
435	Provisional recognition be granted  to Mr. Claudio Cabusso Tourinuo 
436	Soviet Sess Kegostrow Departed Santos 
437	Mr. Milton Torres da Silva appointed vice consul 
438	Lacerda Speaks at Governador Valadares 
439	Sovship Kegostrov 
440	Views of Leader Grantee Barretto Campello
441	Castello Branco Foreign Policy Views
442	Castello Branco Press Conference
443	Nationalism and Anti-Americanism
444	Rio de Janeiro telegram
445	Weekly Summary No. 21
446	Weekly Summary (June 10-16)
447	General Golbery Comments on National Scene
448	Weekly Summary No. 27
449	Monthly Political Summaries
450	Monthly Political Summary, February, 1966
451	Biweekly Summary
452	Weekly Summary No. 4
453	Biweekly Summary No. 7
454	President Castello Branco Makes Speech
455	Biweekly Summary No. 18 (August 18-30, 1965)
456	Weekly Summary No. 31
457	Weekly Summary - June 29-July 5, 1965
458	Political Situation in Parana - April, 1965
459	Biweekly Summary No. 5 (February 16-March 1, 1965)
460	Weekly Summary No. 24 (June 23-29, 1964)
461	Weekly Summary No. 26
462	Weekly Summary No. 40
463	Weekly Summary No. 54 (August 18-24, 1964)
464	Weekly Summary No. 35 (September 22-28, 1964)
465	Resume of Current Political Activity
466	Weeka 36
467	Monthly Summary - April 1964
468	Weekly Summary No. 23
469	Memorandum of Conversation
470	Weeka 13
471	Weeka 32
472	Weeka 11
473	Weeka 53 
474	Weeka 46 
475	Week 7
476	Political Report, February 1-7, 1964
477	Weeka 17
478	Weeka 33
479	Political Summary for January 22-28, Minas Gerais
480	Weekly Summary No. 3
481	If asked you may state that no statements such as you indicate
482	Brazil's Ex-President Speaks in Norway
483	Views of Amador Aguiar, President of the Board of the Banco Brasileiro de Descontos
484	Costa e Silva's Travel Plans
485	Nationalism and Anti-Americanism
486	Brasilia Press Corps Pick Best Federal Deputies
487	PSD candidates win in the states of Guanabara and Minas Gerais
488	Probable Opposition Tactics During Congression Vote for FBF President
489	Juscelino Kubitschek requests American visa
490	Student Unrest
491	ARENA and MDB Membership in Chamber of Deputies
492	University of Brasilia Crisis: The Faculty's Side of the Story
493	Legislative Elections, Statistical Report 
494	General Arthur Costa e Silva's Position Paper 
495	Brazil's Proposed New Electoral Law and National Political Party Statute
496	Views of Governor Virgilio Tavora
497	Presidential Succession and Costa e Silva's Candidacy
498	Old and New Guard Clash at Tenth PSD Convention' Kubitschek Attempts to Pacify Both and Keep Door Open to PTB
499	Chamber of Deputies Approves Main Provisions of Draft of Law of Ineligibilities
500	One observer's explanation of why Brazil is difficult to govern
501	New Federal Appointments: Business and Industry
502	War Minister Costa e Silva's Speech at Vila Militar, October 6, 1965
503	Ambassador Gordon Message to Juracy Magalhaes
504	Foreign Minister Announces Regular Weekly Briefings
505	Castello Branco Interviewed in Native State of Ceara 
506	War Minister Sounds Strange Notes 
507	Party Lineup in Incoming Chamber of Deputies 
508	Cabinent Shuffle under Goulart 
509	New York Times Inquiry into Governemnt Invasion of their Rio office 
510	List of Federal Senators 
511	Bill on Student Organizations 
512	Congressional Bills 
513	Congressional News 
514	Additional Employees Expelled Under Institutional Act 
515	New Brazilian Constitution 
516	New Decrees Create Executive Groups for Footwear (GECAL) and Textiles (GETEC) Industries 
517	One Year Extension of Presidential Mandate 
518	Message from Brazilian President 
519	General Economic-Private Views of Sao Paulo Secretary of Economy on Current Economic Issues Quite Different from his Official Pronouncements 
520	Roundup of Latest Developments
521	Crisis Involving Goias Governor Mauro Borges
522	Article 7 Firings Begin in Pernambuco 
523	Suspension of Political Rights for Supreme Court Justices 
524	RGS Government Warns Unconvincingly of Leftist Revolutionary Activity 
525	Election Report: ARENA Candidates for Governor in Amazonas and Acre
526	Gubernatorial Elections
527	United States Reaction to Institutional Act No. 2
528	The Military-Police Inquiry (IPM) in Post-Revolution Brazil
529	Possible Military Hardline Revolt
530	Porto Alegre Bombing
531	Press releases
532	Pre-Revolution Political Situation Withdrawal
533	Rio 2128 withdrawal
534	Political situation
535	Systematic review withdrawal card no. POL 38-40
536	Update on Brazil-Uruguay Tensions
537	Opposition to Mapping Supported by Erroneous Press Reports
538	Colombian Newspapers Resond Positively to Goulart Ouster
539	Mexico Yet to Decide State of Diplomatic Relations with Brazil
540	Formation of Luso-Brazilian Commonwealth 
541	Guairá Falls Dispute 
542	New Brazilian, Netherland, and Swiss Chiefs of Diplomatic Mission 
543	FonOff Last Night Issued Following Statement re: Brazilian Recognition 
544	Conversation with Federal Deputy José Meira 
545	Juracy Magalhães in Brazil on Official Business: 9/13/1965
546	Request for Recognition of Sergio Augusto Ferreira Vivacqua 
547	Your Luncheon with the Brazilian Ambassador Monday, March 21, at 1:00 p.m.-- BRIEFING MEMORANDUM: 3/19/1966
548	Appointment of Joao Josetti Jr. as Honorary Consul in Pennsylvania 
549	Construction of Brazilian Chancery in Washington 
550	Closure of Brazilian Radio Stations
551	Reporting on Host Country Relations With Communist Countries
552	Brazil: A Latin American Biplomatic Offensive
553	Monthly Trends Report - March 1971
554	Biographic Reporting
555	Northeast Brazil Regional Development Study Group 
556	Roberto Campos and Delfim Neto Invited to Major U.S. Business Conference 
557	Finch Presidential Mission - Summary of Conversation with President Lanusse 
558	Telegram (Brasilia 2683)
559	Telegram (Brasilia 551)
560	GOB Foreign Policy under Medici
561	President Medici's Formal Message to National Congress on March 31, 1970
562	Appointment with Brazilian Foreign Minister Mario Gibson Barboza - Briefing Memorandum
563	Future of Delfim Neto
564	Biographic Information on New Presiden of the Supreme Court
565	Message from Medici to Nixon Concerning Brazilian Independence Day
566	President's Proposal of Indirect Elections in 1974
567	Indirect Elections
568	Recent Political Crisis in the State of Minas Gerais
569	Political Prisoners Recant
570	Gomide kidnapping 
571	Government Declaration on Torture 
572	Roundup Leftist Intellectuals 
573	Increased Arrests Stir Rumors in Guanabara 
574	Shrimp boats seizure 
575	Trinidad-Tobago Charge's Views on Brazilian 200-Mile Limit 
576	Action Slip: Church Letter to S of October 19 requesting answers to a set of questions on relations with Brazil 10/20/1970
577	SUDEPE Sets Territorial Limits for Catfish Trawling 
578	Brazilian-Uruguayan Commission Finishes Yearly Meeting 
579	Itaipu Dam 
580	Document of Recognition: Jose Viegas Filho
581	Appointment of Ms. Margarida Zobaran as Deputy Consul of Brazil at New York, NY 
582	Messages from the Embassy of Brazil to President Nixon
583	Chief Fisheries Officer Wood Talks to Brazilian Authorities
584	Letter: Problems Faced by U.S. Due to Brazilian claim to a 200-Mile Territorial Sea
585	Brazilian Fisheries Dispute -- Annoucement of Negotiations
586	Fisheries Negotiations with Brazil
587	Shrimp Vessel Miss Doris UB-130
588	Reported Seizure of Trawler Gulf Stream
589	Harassment of U.S. Shrimp Boats
590	Airgram from Amb. of Rio to Dept. of State
591	Airgram A-62 Withdrawal
592	Porto Alegre Weekly Summary
593	Extralegal Pressures on Brazilian Congress
594	Lacerda attacks on Government of Brazil; Situation in Guanabara
595	Weeka 47
596	Weeka26
597	Rio 728 Withrdawal
598	Embtel 2022
599	Joint Weeka 10
600	Porto Alegre Weekly Summary No 75
601	Political Weekly Summary for May 31-June 6, Minas Gerais
602	Political Summary for March 29-April 4, Minas Gerais
603	Weekly Summary
604	Political Weekly Summary for May 10-16, Minas Gerais
605	Withdrawals
606	Embtell 73
607	President's Civil Household
608	Campos Told May Following At Airport Friday Night
609	Weekly Summary No. 3 (Week of July 15 through July 21, 1963.)
610	Brazilian Bishops 
611	Communist-oriented students win national elections 
612	Conversation with Walther Moreira Salles 
613	Resignation of Paulo de Tarso and Reported Pressure of Military Ministers on Goulart to Dismiss Liftist Advisors 
614	FMP Postpones Recife Meeting in Face of Dilemma 
615	Campos Trip to Washington
616	Federal Senate under Article 39 of Constitution yesterday convoked special session of Congress
617	Carlos Lacerda Receives Lively Welcome in Porto Alegre
618	Gordon Accepts Lomanto's Invitation
619	Reported Agreement of Army to Assist Parana's Secretariat of Public Safety
620	Pro-Cuba Meeting Sparks Counter Actions in Sao Paulo
621	Withdrawn
622	Venezuelan Rebels Granted Asylum in Brazil
623	Lagos Telegram
624	Embassy Discusses Lobster Affair with Ponsolle, Finds French Hope to Settle Dispute
625	Withdrawal of Msg 28566 from Rio 
626	Letter from Gordon about US Actions in Brazil 
627	Request for memo of Kubitschek Conversation 
628	Withdrawal of AGram A-568 
629	Thank You Note to the State : 5/27/1963
630	Views of Padre Melo
631	Arraes Appeals to People, Ignores Goulart, at Rio Comicio
632	Soviet Planes
633	Ninacor Leite Replaces Pernambuco IAPI Delegate Gilvan Pio Hamsi
634	Northeast School Loan Program - USAID
635	Physical Location and Description of School
636	Newspaper Item Stating Sales of Lobster to U.S. Suspended
637	Buildings: Structural Analysis Renovation OB Property No. 81102
638	Self-Proclaimed Anti-Communist Labor Organization in Recife
639	The Rio Grande Do Morte Election
640	CODEL Selden
641	Support for Education of U.S. Government Dependents Abroad
642	Publications: Procurement of Publications for Health Unit
643	Material Delivery
644	Information on Fred Dickers Jr.
645	Technical Telegram
646	Education
647	Cotton Symposium
648	State 88553
649	Transportation and Control Movement Document
650	Birth Control and Doctors studies
651	Oliver/Clark Visit
652	Student Elections in Pernambuco
653	General Background of Rio Grande do Norte
654	Natal Chosen as Site of the American Spacial Program
655	Municipal Elections: Municipal Politics
656	Further NE Reactions To IA-5
657	Lacerda Visit
