10	[CLS]CODEL Selden[SEP] DECLASSIFIED ^  TELEGRAM  OUTGOING Foreign Service of the  United States of America  Charge:  OS SOVT ONCLASSIFIKH  Classification Control:  Date:  AiElBASSY BIO  tio pASSBsenos AIRES .Fto« tscirs. /BO MOV 3 ptO  FOR SinXSTeR EOVARO RORELL C/0 SOff CM EDVAS8 ROIIELL IR PRO  COnORESSaAR AtatStEAO SEtOEII Alto FOOB OTBEB afiaBItS BOOSE  SUBCOaaXTTEE UtlEBABgRlCAlt AFFAIBS VISITIIIG RECIFE ROVEaBCR  24 to NOVEBBEB 27 PRO TElfTAtnE PROGRAB BEIItS PREP ABEO FOR  SOBilSSIOa OEPABtaERT PRO fOOLD fOO BE AGBEEABCE HOST  THAUKSGIVIPIG DlftllEB 1500 HOURS ROVEiBEfi 24 FOR COOEL A.tO  LOCAE BOSIRESS SOEStS QRY APPRECIATE TELECRAPHIC BEFLY PRO  POOCBIRG tERTATIYE FOBTALEIA km RECIFE PBOGRABS  BLOOa  aPKelly/lfw  RYaAR BLJA/?^ME81CAR CORSOLATE'GERERAL, RECIFE  A-18  IWCLASSIFIEO REPRODUCTION FROM THIS COPY IS  I Classification PROHIBITED UNLESS "UNCLASSIFIED"  nRAFTING OFFICE COPY [SEP]VISITS[CLS]
11	[CLS]Contracts: Grant Agreement to American School of Recife[SEP] DECLASSIFIED fj  Authority JO!0^355 UNCLASSIFIED —/O^f  REF: OPERATIONS MEMORANDUM  TO: Aii®i*a«iy, Ri© de Janeiro ^ ^ D^TE: July 7, 1^5  FROM: Amrican Gonstatlate Genera3^p"<|^ClPi  SUBJECT: CONTRACTS: Grant Agni»eBt\t© American School of Recife  Attached are three copies of Grant Agreeaent N«: S272-fa-a  to the American SC1M>O1 of Recife.  The original and one copy have been sent to the Departneat:  O/OS.  JlWittt.lew  ' UNCLASSIFIED [SEP]EDU 9-5 American School of Recife 1965[CLS]
12	[CLS]Request for O Trabalhador Publications[SEP] DECLASSIFIED  Authority NJN^OSn^^  OPERATIONS MEMORANDUM  TO: American Embassy Alo uv. .0 DATE uarcn 11, 19s  FROM: American Consulate General uiUlF'E /  SUBJECT: lequest for 0 Trabalhador Fublicatlona  REF:  'Phe Gcmaulate General has received a nur  •' >r coEiplete seta of u,^frabalhadqr. Unfortunately we have run  out of all but the current issue of the publication and con­ sequently would ar^reciate receiving $0 or possibly 100 cow  oettt ''rabalaador for local distribution.  BSlxton:!  oj« DS-682 [SEP]Facilitative Services 1966[CLS]
13	[CLS]Functional & Backstopping Directory for the Office of the Deputy Assistant Secretary for Management[SEP] DEPT. DISTRIBUTION  ^^^4-' J o  RM/R REP AF ARA DEPARTMENT OF STATE,  Original to be Filed in Decentralized Files. ^^<4 y  FILE DESIGNATION  UNCLASSIFIED CA-3892  oc4r / HANDLING INDICATOR  TO : ALL ARA DIPLOMATIC AND CONSULAR POSTS  -A o  SUGGESTED DISTRIBUTION  0  Dote:  Initials: FROM JOINT STATE/AID MESSAGE  Department of State IT* W .  )tZ^^ Mz y- DATE:  SUBJECT : Functional & Backstopping Directory for the  Office of the Deputy Assistant Secretary for  : Management REF  r  POST R OUTING  TO: Action Info. initials  AMB/  PO  DCM  POL  ECON  CONS  ADM  AID K  USIS  FILE  Action Token: 1. There is being transmitted to all Embassies, Consulate  Generals and AID Missions, copies of a Directory of  Backstopping and Functional Services within'the "AHA"-LA  "Management Office. These directories are anticipated  Io~aisist in expediting the flow of communications  from field missions and Embassies to ARA-LA/MGT.  2. Comments to improve this directory will be appreciated  including its expansion to cover the ARA-LA Bureau.  3. Initially each AID Mission will receive 5 copies;  each Consulate General 5 copies; and each Embassy I5  copies which include copies for distribution to  •Consulates. Please direct comments to FrankJAorris,  ARA-LA/MS.  RUSK  roTADS-323 UNCLASSIFIED For Deportment U»e Only  Drofted by: f^/\i'^  ARA-LA/MS!EMorris tIm D rofti ng "Bato!"  11/18/66 Phone No.:  6981 mk-ulmyi: RCAbraham  Clearances:  ARA-LA/MS:RAMcMULLlN [SEP]VISITS[CLS]
14	[CLS]Thomas Johnston Travels to Recife[SEP] DECLASSIFIED ^  Authorit>MyP53i^5  TELEGRAM Foreign Service of the  United States of America  INCOMING  UNCLASSIFIED  Classification Control:  Reed: 10-150  Oct 26, 1965  2:15 PM  FROM: BRASILIA  NOl 2 OCT 26  PRIORITY  ACTION RECIFE PRIORITY 2 INFO RIO 61  CODEL Keiuiealy.  Thonas Johnston <ue arrive Recife from Brasilia 04:35 PM Oct 26th, VARIG  flight 632. Please aeet.  OKUN  reh/02 :2d/26th  UNCLASSIFIED  FORM FS-412 Classification  POST ACTION COPY REPRODUCTION FROM THIS COPY IS  PROHIBITED UNLESS "UNCLASSIFIED"  GPO 892057 [SEP]VISITS[CLS]
15	[CLS]Acquisition of NASA Sphere[SEP] TELEGRAM Foreign Service of the  United States of America  INCOMING  UNCLASSIFIED  Classification Control:  Reed: ^^^^ ^^^^  FROM: RIO 619 July 22  ACTION DEFT INFO RECIFE  Subject: Acquisition of NASA stihbre.  Ref: DEPTEL 1884 dated 26 ^ay Recife 151 dated 17 June for Milner  SCI,  1, Sphere received from Srazilia n ^avy in Rio 20 July,  2, Shipment being coordinated with Naval Attache intend ship via MATS  to Charleston AFB SC for further shipment NASA HQ MATS departs Rio  27 July eta Charleston 30 July,  TUTHILL  ACTION  UNCLASSIFlED  REPRODUCTION FROM THIS COPY IS  PROHIBITED UNLESS "UNCLASSIFIED" Classification  FORM FS^12  S-1 &S POST ACTION COPY  GPO 8920 57 [SEP]SPACE & ASTRONAUTICS[CLS]
16	[CLS]USAID Report on Housing and Urban Development[SEP] DECLASSIFIED  Authority|4UDS232S  8 » DIM to U  tli« Imt 10 ]r««r«.  ./Li... [SEP]8 SUBMISSION[CLS]
17	[CLS]Request for Speaker NE Regional Cotton Symposium, Recife, Dec. 18-20[SEP] UMMB HWMKE, Oiiof im mmftMo WmmAme 24» 1967  Wnmm r. ltalM» Aettat €ki«f MM  Bt«MM t&K m»m m mmmmn cotton gywpottii^ ftwtin. Boo. li^m  1. Bot ottt oorlior wotAtnLlou^ ottnclMtf In onnr nf n iMtor fncnivnd  twm txof. JotBlt Mntmrlni, BanwUon BnctntMy of nm Ww^kmA Cotton  tyngontini to Bo InklB in Boeiit Boo, IB, 19 ooi 20.  2. AO sot fotM in tl» lottM, oar ooaiotoMBa Hon Boon ropootoii te  ooearioB o SBOolior (Bineoonloo looion) Mot oonlB iinsont o yxoMicM  nsflMorion of Mo ooMoo ontB onrt it MtooMoo oni f ioMnno CB«ti«o*  lorly as xolMoi to looB-Mi^ ooMoo>, as osil no otho* ftwonctol/  It—nolB yoMtons tiMt mi0m in ImolvoB if oottm ytoinstloo to Mt M  M«Miooii«BM.  3. Us OMM Itoo lor ym to conwlt oiM Joarry AM., ABrtoolfei^ AttoMl«  to ono if to oooU hiii^ Mo •••iBtoiil. Itooo wmy to otiM mm staff  ttot ooaU alao yaartiatoato.  A. Xf BMI, m otters, oto oM ofoilMSo, it to ritooatsl CAM BBIIB^  Mtanpt to ottota Mo sniilaoa of •••lain tooo WBMi, to asrioa to Baeifo  By Baa. 17 oto |oMtol»oto totoOB BU or mtoMr yort of tto 3toM nttitoo.  S. An oorly raylf «IU Bo oypcoaiotto to otoos MM on OM ofviao »tof.  •airittm, «to in to oBooio of ftoBPron |iit|oiioitao.  MtoslfltoMtoa 11/24/67  eet BtMt aUlikar tototo'^^  B. a. Boiittoor wmm  3. f • loMato ave  AttoM. Cwy ofJUM»ar feesi [SEP]INDUSTRIES & COMMODITIES[CLS]
18	[CLS]Comments on Conversation with the Brother of Governor Nilo Coelho[SEP] DECLASSIFIED  Authority  my 39, im  MlBlator •tsart H. «ua OyMm  Bie at AuMlm, ftracil  Wmm MMart:  Haa aill. aafar to a iiaawBMMlBai 9t GaavaraatioB Oata©  Mtt 23, IMf pmpaiaa Br tht CmmO. Qtmml, irtaek mporta a  aaaaatloB vitk tlw Bmthar of Oovoraor Milo OoolBo.  fl» ftfawdiai M9^a ttet as a intsult of a aootlBg vlilch  tko Qovomor attoaaad at tko Oilfi tm ahatply eriticlaad tko BSAIB  fcttaoaaeaaiqr iMak tko CtooanNUF ftols to ww—pmiatea to tka atvolov- •Mt aaoaa of tka itato of Mwnwaktt^. 1ka«a ia aftaekaf yma  IstfomatioB a oofqr of a llfuwntiMi feo tko Filos triaUck oat pxoiMunNi  tm mmttam ^riOck tko OoooHHur sofam to.  1^ PQgtoBBl atlatloao wltk tko Oovarnor kavo aloars boon  owNlial. HM oal^r aaiplanattao I oaa offar for tko flooarncur'a ekar«t  of lack of •oiiiiaaiaaBoaB oaa our iaf^llltr to zwqMnd aoaa poaitiotlr  to tka Govoraer'a mouoat for aasiataaeo ia klf^Mtr ecMstrueti^. Bo  dl4, koaovor. MMMHt tka poMikiiitr of eoiwtorpart ftauis, aad volua- tjWMOd to MNiiat tlo QoBomoo ia aagr way poMikia in Ua folatioas  vltk tko IfiB, aacoCMKy tAkiek, tko 6eworaor oaa iafoxw^, ia iaertas- iBflr proriOiaa aaaiataaeo ia ki^ioar moatroetioa wmime tka Ailiaaeo  for Procroaa. IHt also voltatoomd tko aarwiooa of mtm toetaiieiaaa  to iMaiat tko autkoritioa of koraaafciieo ia stxtusturiaa ptojocts in  suck fiolOi aa oftaeat^ oaf agrieultiMO, okl^ MUIO xoooioo ooaaio- oxatioB ky $mmm aad Oo 1llk». fkta offar kaa not fcooa aoooptof,  vitk tko MBCiqptlon of a paopoBof projoet ia o^Neatios.  IkMWtklF affiaK to tkt dovoraorU fiaappoiwtBaat vitk tko  Wklk kaa fcaoa our iaakility to aowo faator In aasiatiag tko mMUK  paofsna, aa aettwitr in vkiek tko CbvosaMr kaa indicated otraac  latofvat. [SEP]AID[CLS]
19	[CLS]Finance: Fiscal Data GTR Ll,346,962[SEP] DECLASSIFIED  Authority UNGLASSIPIISD  OPERATIONS MEMORANDUM  TO: DATE April 1?, 1«^6  FROM: AmConaen, i...IiP  SUBJECT: FINANCES Fiscal Data ^ GTR Ll,3iT6,962  REF: Mexico's M«no to Kio dated April 1, 1C66  PursoMBt to the above reference follow!ai is tne fiscal  iiiforaation requested;  Fund Symbol 19^12 i.ti- Obligation 5113^1-3  For further infcOTsation, attached are burn cqpies of  the OTS «ad Pom DSqlOOb, United States GovamHient  Grant Author!saticai.  Shnic you*  cc: Amanbassy, Hie Allotment 1069  JHaadth/jra  vJJNCLASSIFlBD [SEP]TRAVEL & TRANSPORTATION[CLS]
20	[CLS]Peace Corps Volunteers as part of the Sterilization Program in Northeast[SEP] DECLASSIKIED  Authority/yiVliJ  TELEGRAM Foreign Service of the  United States of America  OUTGOING  Charge: LIMITED OFFICIAL USE  Classiiication  ACTIOH: SECSTATE WASHDC 0^ IMMEDIATE  AMEMBASSY RIO DffflDlATE ///^  3ly BRASILIA IMMEDIATE Control:  Ifay 6, 1967  FROM RECIFE 1328  TV Channel 2 Friday night and Jornal do Coraraercio today broke  story reported Recife«s 12^7 . Peace Corps couple in Jaboatao  not identified as Peace Corps. They are Karen and Kit Taylor  approaching end of two years Brazil and about one year Jaboatao,  previously schediiled depart Recife for Rio May 12.  Jornal story charges "sterilization" by Karen "quote as it is li  said in connection wilJi Associaqao do Bem-Sstar Familiar .unquote.  Activities condemned by Padr Crespo of SCBPE who is Brazilian most  responsible for —though not formal sponsor of—their work. Substance  of charge is that Karen encouraged women to use lUD and escorted them  to clinic on premises Jaboatao Sindicato, Fairly apparent firom story  that certain individuals and organizations (Agcao Catolica C^raria  mentioned specifically) stimulated protest possibly as result ULTIMA  BORA story of April 21.  Facts are as reported reftel. Since then, however, Sindicato voted  to terminate use of Jaboatao clinic by Bem-Estar Familiar and this  was done. CA  0  Peace Corps Director for Pemambuco and Peace Corps doctor Friday  GGHilliker/RStandley/RMount LPCIED OFFICIAL USE  Classificatiop  FOAM FS-413  S-l-SS REPRODUCTION FROM THIS COPY IS  PROHIBITED UNLESS "OFFICIAL USE  ONLY" OR "UNCLASSIFIED"  GPO : 1961 O -612213 ( 69) [SEP]SOC Social Conditions 1967 (Classified)[CLS]
21	[CLS]Oliver/Clark Visit[SEP] DECLASSIFIED  Authority A//J ^6^^  TELEGRAM  INCOMING ACCOWSUL nEGIFE Foreign Service of the  United States of America  COi^FIDENTlAL  Classification Control:  FROM: RIO 953S JULY 5  ACTION IMMEDIATE DEPT  INFO BRASILIA RECIFE  LIMDIS Reed:  JULY 3, 1965 - 12 rtOON  nEF: RIO DE JANEIRO 9533  FOR OLIVER  CORRECTION PARAGRAPH A RECIFE: THIRD  SENTENCE SHOULD READ IN ENGLISH "WE ARE MAKING A  QUICK TRIP THROUGH SEVERAL COUNTRIES SO THAT WE  MAY SEE AT FIRST HAND SOME OF THE ACHIEVEMENTS  AND ALSO SOME OF THE PROBLEMS OF THE ALLIANCE FOR  PROGRESS." AND IN PORTUGUESE "ESTAMOS REALIZANDO  UMA BREVE VIAGEM FOR VARIOS RAISES DE MODO A QUE NOS  POSSAMOS VER POR NOS MESMOS ALGUMAS DAS REALIZACOES  E TAMBEM ALGUNS DOS PROBLEMAS DA ALIANCA PARA 0  PROGRESSO."  TUTHILL POST ROUTI^iS  2^  I i  i I  FIL  Action  Initials:  CONFIDE NT I AL  FORM FS.412  8 - 65 Classification  POST ACTION COPY [SEP]ORG 7 Oliver -Clarke Visit 1967 (Classified)[CLS]
22	[CLS]Catholic Radicals in the Northeast[SEP] DECLASSIFIED  of State  ISFO ; fimmhm&if Kio d© Janeiro  Mm^sMsy Ofilee BrasUla  ??;.c;'lo n-ja Ox' s>ev>t, ip, X9«6; iW8i> of April 2k, 1967}  ^79 of April 1967  Rlsasu. .... .. the lEfliamcQ of the Catholic reform sKsveajsnt in  SioxiaseafitarE Brosil^ Bisco ths Chvirch is om of the few forces  Of ' ' ' ve strtJCturfd obstacles to acoaeiaic,  sc . ^ oaees. enclosed EJSKCOB ijadiceting fs^^  a declijie In the standing of l>«a Ei^ldor Ca!aara, the best  kiixmii ' -1 of the aiovisient, is tberefcre eigaifleant.  Ai^lBlSKOF^S STCXiK li? OR WMt  Signs pointing in the some direction could be seen in the  restraint r-^cirtedly shown in Dosa Kllder's bshevior at the  May EseetiBg of bishops in Aparooida do Horta (S.Rjulo) or in  his statQsant thct he would feelitsg his way during his June  visit to Brasilia before dscidiag <m future initiatives  (xi-mr^aaa of Juine Ik, l!)67). A Erasilion priest in Veet&ca  PerREtoa^uco at the end cf June also told the Beputy Principal  Clffice-r tbct Pom KlldCir*c escbrsmism had discredited him.  as a KKijor force.  Some ©f thsso signs may osxXy show that opposition to Ms  view: - or that his oppoaents are thinking wishfully.  This : i.ioii is easily placed on the press item of  July 2^ quoting General Rafael Sauza Aguiar, Coasaander, IV  Army- thus (ccwrdlng to AFP correspondent): X  Enclosure; i-lcroraMimi of Convarsatlon  GBOUP k  COHFIDSaJTI/sL  GOHimker: ss b/k/ei  Contribu.i-cr--s; KMsllyj miuilea [SEP]POL 13-2 Students, Youth Groups 1967[CLS]
